time,tavg_w,tmin_w,tmax_w,prcp_w,wdir_w,wspd_w,pres_w
2023-04-09T00:00:00.000000000,14.9,9.3,20.6,0.0,,11.4,1020.4
2023-04-10T00:00:00.000000000,22.8,12.7,33.7,0.0,,11.3,1020.7
2023-04-11T00:00:00.000000000,17.8,14.6,22.6,0.0,,15.1,1020.7
2023-04-12T00:00:00.000000000,22.6,14.5,29.7,0.0,,23.4,1015.8
2023-04-13T00:00:00.000000000,20.2,15.4,26.5,0.0,,25.3,1016.9
2023-04-14T00:00:00.000000000,21.8,16.1,29.2,0.0,,25.5,1017.7
2023-04-15T00:00:00.000000000,22.0,18.1,27.8,0.0,,23.0,1017.0
2023-04-16T00:00:00.000000000,18.8,14.7,24.2,0.0,,14.7,1017.0
2023-04-17T00:00:00.000000000,15.8,10.8,20.6,0.0,,12.3,1014.8
2023-04-18T00:00:00.000000000,15.7,10.4,21.5,0.0,,11.6,1012.3
2023-04-19T00:00:00.000000000,16.3,13.4,20.9,0.4,,11.3,1012.8
2023-04-20T00:00:00.000000000,16.3,11.0,22.3,0.0,,13.7,1012.3
2023-04-21T00:00:00.000000000,18.2,10.7,26.5,0.0,,12.5,1008.4
2023-04-22T00:00:00.000000000,20.8,14.8,27.8,0.3,,13.5,1011.6
2023-04-23T00:00:00.000000000,21.2,16.9,26.8,0.0,,18.7,1014.2
2023-04-24T00:00:00.000000000,18.4,13.7,25.5,0.0,,11.1,1015.5
2023-04-25T00:00:00.000000000,19.4,14.0,28.3,0.0,,11.8,1015.5
2023-04-26T00:00:00.000000000,20.3,15.5,26.0,0.0,,10.6,1014.0
2023-04-27T00:00:00.000000000,19.1,15.0,24.5,0.0,,9.9,1015.1
2023-04-28T00:00:00.000000000,20.8,16.6,26.7,0.0,,14.3,1015.2
2023-04-29T00:00:00.000000000,25.6,18.7,34.3,0.0,,16.9,1015.4
2023-04-30T00:00:00.000000000,23.1,18.2,27.7,0.0,,15.3,1014.9
2023-05-01T00:00:00.000000000,19.4,16.5,24.3,0.0,,11.8,1016.3
2023-05-02T00:00:00.000000000,20.3,15.6,26.5,0.0,,8.4,1016.0
2023-05-03T00:00:00.000000000,19.6,15.8,25.4,0.0,,10.1,1017.2
2023-05-04T00:00:00.000000000,18.6,13.9,26.8,0.0,,13.7,1019.3
2023-05-05T00:00:00.000000000,19.2,15.4,23.9,0.0,,12.0,1017.1
2023-05-06T00:00:00.000000000,20.2,15.5,25.9,0.0,,11.7,1014.4
2023-05-07T00:00:00.000000000,22.6,18.9,27.2,0.0,,20.5,1016.3
2023-05-08T00:00:00.000000000,19.9,17.8,24.2,0.0,,10.7,1021.2
2023-05-09T00:00:00.000000000,20.7,17.0,29.7,0.0,,9.7,1018.4
2023-05-10T00:00:00.000000000,23.1,19.1,27.0,0.0,,15.9,1017.0
2023-05-11T00:00:00.000000000,19.8,17.3,24.4,0.0,,11.8,1015.3
2023-05-12T00:00:00.000000000,19.4,16.6,24.1,0.0,,13.2,1013.4
2023-05-13T00:00:00.000000000,18.6,15.9,22.1,0.0,,15.9,1016.0
2023-05-14T00:00:00.000000000,19.4,14.1,25.5,0.0,,12.6,1018.2
2023-05-15T00:00:00.000000000,23.8,15.9,32.0,0.0,,15.5,1015.5
2023-05-16T00:00:00.000000000,22.3,17.8,26.2,0.0,,17.6,1013.0
2023-05-17T00:00:00.000000000,19.2,17.2,23.0,0.0,,9.5,1013.4
2023-05-18T00:00:00.000000000,17.0,13.7,22.3,13.3,,14.3,1016.2
