time,tavg_w,tmin_w,tmax_w,prcp_w,wdir_w,wspd_w,pres_w
2022-05-20T00:00:00.000000000,22.6,18.2,28.4,0.0,,9.2,1018.3
2022-05-21T00:00:00.000000000,23.2,19.7,29.9,0.0,,9.7,1017.3
2022-05-22T00:00:00.000000000,25.1,20.1,32.2,0.0,,13.0,1013.8
2022-05-23T00:00:00.000000000,27.0,21.2,34.7,0.0,,23.9,1010.7
2022-05-24T00:00:00.000000000,26.0,22.6,33.1,0.0,,22.6,1009.4
2022-05-25T00:00:00.000000000,20.7,18.0,24.5,0.0,,18.7,1016.2
2022-05-26T00:00:00.000000000,19.3,15.9,23.3,0.0,,12.0,1022.2
2022-05-27T00:00:00.000000000,20.4,14.5,27.4,0.0,,12.0,1020.0
2022-05-28T00:00:00.000000000,21.8,15.2,28.5,0.0,,13.3,1015.1
2022-05-29T00:00:00.000000000,23.8,17.4,31.4,0.0,,14.9,1009.1
2022-05-30T00:00:00.000000000,23.9,18.8,31.0,0.0,,18.7,1010.5
2022-05-31T00:00:00.000000000,23.1,18.2,30.6,0.0,,14.9,1012.1
2022-06-01T00:00:00.000000000,24.1,18.0,31.9,0.0,,12.5,1014.0
2022-06-02T00:00:00.000000000,25.3,20.4,30.7,0.0,,13.3,1013.3
2022-06-03T00:00:00.000000000,24.7,20.4,30.4,0.0,,19.9,1013.7
2022-06-04T00:00:00.000000000,24.6,19.8,31.4,0.0,,18.8,1015.6
2022-06-05T00:00:00.000000000,22.9,17.4,30.9,0.0,,21.2,1018.5
2022-06-06T00:00:00.000000000,21.9,17.1,34.2,0.0,,12.4,1018.1
2022-06-07T00:00:00.000000000,21.4,17.3,26.1,0.0,,10.8,1016.9
2022-06-08T00:00:00.000000000,29.7,19.7,37.8,0.0,,19.5,1014.3
2022-06-09T00:00:00.000000000,26.2,22.4,31.9,0.0,,19.4,1015.3
2022-06-10T00:00:00.000000000,23.9,20.9,28.8,0.0,,9.7,1018.5
2022-06-11T00:00:00.000000000,25.1,20.3,30.3,0.0,,11.9,1018.6
2022-06-12T00:00:00.000000000,24.2,20.7,29.4,0.0,,10.5,1019.2
2022-06-13T00:00:00.000000000,24.6,20.2,32.0,0.0,,12.7,1017.1
2022-06-14T00:00:00.000000000,24.9,19.9,30.6,0.0,,12.8,1014.8
2022-06-15T00:00:00.000000000,26.1,22.8,32.2,0.0,,10.2,1015.6
2022-06-16T00:00:00.000000000,26.4,23.0,31.7,0.0,,11.1,1016.1
2022-06-17T00:00:00.000000000,27.7,24.3,33.4,0.0,,11.8,1016.6
2022-06-18T00:00:00.000000000,27.5,22.6,32.8,0.0,,12.4,1014.5
2022-06-19T00:00:00.000000000,27.3,22.6,34.5,0.0,,14.5,1010.8
2022-06-20T00:00:00.000000000,26.3,21.5,32.9,0.0,,14.3,1010.7
2022-06-21T00:00:00.000000000,24.8,19.1,30.8,0.0,,14.7,1010.8
2022-06-22T00:00:00.000000000,23.7,18.5,30.5,0.0,,16.1,1013.0
2022-06-23T00:00:00.000000000,24.5,20.3,30.6,0.0,,16.6,1014.7
2022-06-24T00:00:00.000000000,26.6,21.2,33.7,0.0,,21.6,1014.7
2022-06-25T00:00:00.000000000,27.7,23.3,34.7,0.0,,20.3,1011.2
2022-06-26T00:00:00.000000000,27.8,23.6,34.0,0.0,,20.2,1009.6
2022-06-27T00:00:00.000000000,27.1,22.0,33.7,0.0,,24.5,1013.1
2022-06-28T00:00:00.000000000,22.2,18.4,27.4,0.0,,13.5,1017.2
2022-06-29T00:00:00.000000000,21.8,19.5,26.3,0.0,,13.8,1014.5
2022-06-30T00:00:00.000000000,23.6,19.0,34.4,0.0,,10.2,1011.2
2022-07-01T00:00:00.000000000,21.8,18.1,26.4,0.0,,11.2,1014.3
2022-07-02T00:00:00.000000000,24.6,22.2,30.0,0.3,,9.6,1016.8
2022-07-03T00:00:00.000000000,24.8,20.3,30.5,0.0,,12.4,1017.5
2022-07-04T00:00:00.000000000,24.6,20.2,34.9,0.0,,13.3,1016.2
2022-07-05T00:00:00.000000000,23.5,20.7,31.2,0.0,,13.6,1016.0
2022-07-06T00:00:00.000000000,23.7,20.8,28.6,0.0,,11.4,1018.1
2022-07-07T00:00:00.000000000,24.0,20.5,29.7,0.0,,13.4,1020.8
2022-07-08T00:00:00.000000000,24.9,22.7,29.0,0.0,,10.4,1021.5
2022-07-09T00:00:00.000000000,25.1,21.4,30.4,0.0,,11.1,1020.9
2022-07-10T00:00:00.000000000,24.2,21.2,28.6,0.0,,11.8,1017.7
2022-07-11T00:00:00.000000000,25.3,21.5,31.6,0.0,,10.8,1014.7
2022-07-12T00:00:00.000000000,25.3,20.6,30.5,0.0,,12.6,1017.5
2022-07-13T00:00:00.000000000,25.8,21.9,30.6,0.0,,11.6,1020.1
2022-07-14T00:00:00.000000000,26.1,21.1,32.1,0.0,,11.1,1018.4
2022-07-15T00:00:00.000000000,27.2,22.7,33.4,0.0,,10.8,1015.8
2022-07-16T00:00:00.000000000,27.1,21.1,33.4,0.0,,11.7,1015.9
2022-07-17T00:00:00.000000000,26.8,21.5,33.0,0.0,,11.3,1017.0
2022-07-18T00:00:00.000000000,26.9,23.6,32.3,0.0,,10.2,1017.3
2022-07-19T00:00:00.000000000,26.4,22.2,32.3,0.0,,11.8,1016.2
2022-07-20T00:00:00.000000000,25.1,21.6,30.2,0.0,,11.6,1016.1
2022-07-21T00:00:00.000000000,26.5,24.7,31.4,0.0,,10.5,1018.0
2022-07-22T00:00:00.000000000,26.3,23.5,31.6,0.0,,10.8,1016.8
2022-07-23T00:00:00.000000000,26.2,22.7,32.5,0.0,,13.0,1016.6
2022-07-24T00:00:00.000000000,25.8,22.2,31.7,0.0,,11.8,1017.0
2022-07-25T00:00:00.000000000,25.9,24.2,32.7,0.0,,9.5,1015.2
2022-07-26T00:00:00.000000000,30.2,23.9,40.7,0.0,,17.8,1013.1
2022-07-27T00:00:00.000000000,25.9,23.6,31.6,0.0,,12.7,1012.4
2022-07-28T00:00:00.000000000,25.1,21.8,30.1,0.0,,11.6,1011.7
2022-07-29T00:00:00.000000000,25.3,22.0,31.0,0.0,,10.7,1013.1
2022-07-30T00:00:00.000000000,27.1,25.0,31.4,0.0,,10.8,1015.5
2022-07-31T00:00:00.000000000,28.1,26.1,33.1,0.0,,12.2,1016.1
2022-08-01T00:00:00.000000000,26.9,24.5,31.3,0.0,,10.9,1016.2
2022-08-02T00:00:00.000000000,26.7,22.8,32.5,0.0,,11.0,1015.4
2022-08-03T00:00:00.000000000,26.6,22.0,32.7,0.0,,11.5,1013.1
2022-08-04T00:00:00.000000000,27.2,22.7,33.1,0.0,,12.1,1012.8
2022-08-05T00:00:00.000000000,26.7,22.5,32.1,0.0,,14.4,1013.9
2022-08-06T00:00:00.000000000,26.2,22.1,31.9,0.0,,11.3,1015.7
2022-08-07T00:00:00.000000000,26.3,22.5,32.3,0.0,,11.0,1014.9
2022-08-08T00:00:00.000000000,25.4,21.7,30.8,0.1,,11.0,1014.6
2022-08-09T00:00:00.000000000,26.7,23.7,32.4,0.0,,10.1,1014.9
2022-08-10T00:00:00.000000000,27.9,24.6,33.1,0.0,,10.5,1013.6
2022-08-11T00:00:00.000000000,27.7,23.7,33.1,0.0,,13.6,1014.0
2022-08-12T00:00:00.000000000,27.7,25.7,32.8,0.0,,9.8,1014.2
2022-08-13T00:00:00.000000000,30.4,26.1,39.2,0.0,,12.5,1011.7
2022-08-14T00:00:00.000000000,31.1,26.3,39.1,0.0,,11.4,1009.7
2022-08-15T00:00:00.000000000,28.6,23.0,36.4,0.0,,12.7,1009.5
2022-08-16T00:00:00.000000000,29.6,25.0,36.4,0.0,,20.2,1008.8
2022-08-17T00:00:00.000000000,28.9,24.4,35.3,0.0,,21.4,1009.4
2022-08-18T00:00:00.000000000,24.8,21.9,30.1,0.0,,17.6,1012.9
2022-08-19T00:00:00.000000000,23.8,20.1,29.1,0.0,,11.2,1017.1
2022-08-20T00:00:00.000000000,24.8,20.1,32.2,0.0,,11.9,1018.1
2022-08-21T00:00:00.000000000,22.9,19.2,28.3,0.0,,14.3,1016.0
2022-08-22T00:00:00.000000000,22.9,19.8,29.7,0.0,,10.8,1011.7
2022-08-23T00:00:00.000000000,24.8,21.3,30.2,0.0,,11.0,1013.5
2022-08-24T00:00:00.000000000,24.5,21.8,30.6,0.0,,11.5,1013.9
2022-08-25T00:00:00.000000000,24.8,22.1,30.3,0.0,,10.5,1013.8
2022-08-26T00:00:00.000000000,24.8,21.5,30.2,0.0,,13.4,1013.1
2022-08-27T00:00:00.000000000,25.2,22.6,30.2,0.0,,10.4,1011.3
2022-08-28T00:00:00.000000000,26.4,24.1,30.6,1.3,,10.6,1011.5
2022-08-29T00:00:00.000000000,26.1,23.8,30.2,0.3,,10.1,1014.6
2022-08-30T00:00:00.000000000,27.0,23.5,32.4,0.0,,12.4,1016.6
2022-08-31T00:00:00.000000000,27.2,24.4,32.9,0.0,,13.9,1016.9
2022-09-01T00:00:00.000000000,27.1,21.0,35.6,0.0,,11.5,1013.8
2022-09-02T00:00:00.000000000,29.9,26.3,36.0,0.0,,16.1,1012.5
2022-09-03T00:00:00.000000000,27.9,25.3,33.8,0.0,,17.0,1012.4
2022-09-04T00:00:00.000000000,27.8,24.1,35.0,0.0,,17.9,1014.9
2022-09-05T00:00:00.000000000,28.1,23.9,34.1,0.0,,18.5,1017.7
2022-09-06T00:00:00.000000000,27.2,22.4,35.2,0.0,,19.2,1016.9
2022-09-07T00:00:00.000000000,29.1,20.3,37.3,0.0,,19.9,1014.4
2022-09-08T00:00:00.000000000,27.8,21.3,36.9,0.0,,18.9,1014.4
2022-09-09T00:00:00.000000000,23.4,20.5,28.2,0.0,,12.2,1016.1
2022-09-10T00:00:00.000000000,23.1,20.7,28.9,0.0,,10.6,1017.0
2022-09-11T00:00:00.000000000,23.4,20.1,29.1,0.0,,11.1,1015.2
2022-09-12T00:00:00.000000000,24.9,22.3,29.3,0.3,,10.4,1011.0
2022-09-13T00:00:00.000000000,24.4,21.1,31.0,0.0,,9.1,1010.4
2022-09-14T00:00:00.000000000,24.8,21.7,30.7,0.0,,9.9,1011.6
2022-09-15T00:00:00.000000000,25.8,20.8,31.3,0.0,,12.8,1013.5
2022-09-16T00:00:00.000000000,24.8,20.1,31.2,0.0,,17.3,1012.4
2022-09-17T00:00:00.000000000,22.2,19.4,27.8,0.0,,8.1,1011.3
2022-09-18T00:00:00.000000000,23.6,21.1,29.0,0.0,,11.6,1012.0
2022-09-19T00:00:00.000000000,24.7,22.7,30.4,0.0,,10.3,1014.6
2022-09-20T00:00:00.000000000,22.6,20.5,27.7,0.0,,11.2,1016.9
2022-09-21T00:00:00.000000000,22.7,20.7,28.0,0.0,,12.0,1016.8
2022-09-22T00:00:00.000000000,22.7,20.5,28.3,0.0,,13.9,1017.3
2022-09-23T00:00:00.000000000,22.0,19.0,27.7,0.0,,9.9,1017.3
2022-09-24T00:00:00.000000000,24.2,17.9,32.3,0.0,,13.4,1012.5
2022-09-25T00:00:00.000000000,24.2,19.4,28.8,0.0,,14.6,1009.5
2022-09-26T00:00:00.000000000,22.1,16.3,28.8,0.0,,11.5,1012.4
2022-09-27T00:00:00.000000000,23.6,17.2,30.9,0.0,,17.0,1016.3
2022-09-28T00:00:00.000000000,23.7,17.3,31.7,0.0,,16.6,1014.6
2022-09-29T00:00:00.000000000,21.5,16.9,28.0,1.3,,17.2,1010.9
2022-09-30T00:00:00.000000000,20.0,15.5,27.2,0.0,,17.2,1012.8
2022-10-01T00:00:00.000000000,17.8,12.7,24.1,0.0,,12.1,1023.5
2022-10-02T00:00:00.000000000,20.1,15.1,26.8,0.0,,8.8,1024.0
2022-10-03T00:00:00.000000000,21.6,17.6,28.4,0.0,,9.7,1020.6
2022-10-04T00:00:00.000000000,19.7,17.4,28.2,0.0,,10.3,1019.8
2022-10-05T00:00:00.000000000,20.3,15.9,25.9,0.0,,10.1,1021.9
2022-10-06T00:00:00.000000000,21.3,18.0,26.8,0.0,,9.5,1023.1
2022-10-07T00:00:00.000000000,21.1,17.3,26.3,0.0,,10.5,1019.7
2022-10-08T00:00:00.000000000,21.9,17.9,27.6,0.0,,10.6,1016.6
2022-10-09T00:00:00.000000000,22.6,19.7,27.6,0.0,,9.1,1016.3
2022-10-10T00:00:00.000000000,21.2,19.6,25.7,1.8,,8.5,1017.0
2022-10-11T00:00:00.000000000,20.5,18.7,24.1,0.2,,8.1,1017.3
2022-10-12T00:00:00.000000000,20.4,17.4,25.7,0.0,,10.0,1019.2
2022-10-13T00:00:00.000000000,21.2,16.9,27.8,0.0,,11.9,1022.9
2022-10-14T00:00:00.000000000,19.7,15.5,25.6,0.0,,12.6,1022.2
2022-10-15T00:00:00.000000000,19.9,14.7,27.6,0.0,,13.5,1017.2
2022-10-16T00:00:00.000000000,20.4,15.1,30.8,0.2,,10.7,1016.6
2022-10-17T00:00:00.000000000,21.9,17.6,26.8,0.0,,11.2,1020.3
2022-10-18T00:00:00.000000000,22.1,18.2,27.4,0.0,,10.9,1023.3
2022-10-19T00:00:00.000000000,21.5,20.4,24.9,0.0,,10.9,1020.2
2022-10-20T00:00:00.000000000,19.8,19.4,21.4,0.1,,7.9,1016.5
2022-10-21T00:00:00.000000000,19.9,18.3,23.0,0.0,,9.1,1017.1
2022-10-22T00:00:00.000000000,19.7,16.8,25.3,0.0,,9.8,1016.5
2022-10-23T00:00:00.000000000,21.6,17.7,28.2,0.0,,9.7,1016.8
2022-10-24T00:00:00.000000000,20.8,16.3,28.7,0.0,,9.3,1017.8
2022-10-25T00:00:00.000000000,20.9,16.0,28.7,0.0,,10.8,1017.5
2022-10-26T00:00:00.000000000,21.2,18.1,29.6,0.0,,10.5,1018.7
2022-10-27T00:00:00.000000000,20.2,15.7,27.5,0.0,,11.3,1022.3
2022-10-28T00:00:00.000000000,19.1,14.1,25.8,0.0,,10.0,1023.8
2022-10-29T00:00:00.000000000,19.4,15.8,24.4,0.0,,9.5,1021.8
2022-10-30T00:00:00.000000000,20.1,17.8,25.2,0.0,,8.9,1020.0
2022-10-31T00:00:00.000000000,20.5,19.3,23.5,0.0,,7.3,1020.0
2022-11-01T00:00:00.000000000,19.7,16.0,25.5,0.0,,10.1,1021.5
2022-11-02T00:00:00.000000000,17.7,14.1,23.7,0.0,,9.9,1022.5
2022-11-03T00:00:00.000000000,18.9,13.4,25.4,0.0,,15.6,1021.1
2022-11-04T00:00:00.000000000,21.8,18.9,26.7,0.0,,24.2,1019.9
2022-11-05T00:00:00.000000000,19.1,14.9,25.0,0.0,,13.8,1020.4
2022-11-06T00:00:00.000000000,18.3,11.7,26.0,0.0,,13.3,1019.4
2022-11-07T00:00:00.000000000,16.0,11.1,22.3,0.0,,12.1,1019.3
2022-11-08T00:00:00.000000000,16.4,11.7,22.6,0.0,,10.8,1018.4
2022-11-09T00:00:00.000000000,20.0,14.8,25.2,0.0,,17.0,1019.2
2022-11-10T00:00:00.000000000,18.1,14.4,22.7,0.0,,15.0,1021.7
2022-11-11T00:00:00.000000000,18.0,14.7,22.7,0.0,,8.9,1019.9
2022-11-12T00:00:00.000000000,18.3,13.8,24.1,0.0,,11.4,1019.0
2022-11-13T00:00:00.000000000,17.4,12.5,23.5,0.0,,12.4,1020.2
2022-11-14T00:00:00.000000000,19.0,13.5,26.3,0.0,,13.3,1020.3
2022-11-15T00:00:00.000000000,19.7,14.3,25.5,0.4,,10.2,1018.2
2022-11-16T00:00:00.000000000,19.2,17.3,23.2,0.0,,7.0,1015.2
2022-11-17T00:00:00.000000000,19.5,14.5,26.1,1.4,,7.6,1014.4
2022-11-18T00:00:00.000000000,16.3,13.0,19.0,4.9,,17.6,1015.6
2022-11-19T00:00:00.000000000,14.7,11.5,18.5,0.0,,21.6,1021.4
2022-11-20T00:00:00.000000000,15.9,12.5,21.5,0.0,,24.2,1025.0
2022-11-21T00:00:00.000000000,18.6,13.8,23.7,0.4,,17.2,1021.4
2022-11-22T00:00:00.000000000,17.1,13.2,19.7,0.0,,21.4,1020.9
2022-11-23T00:00:00.000000000,18.4,12.7,23.7,0.0,,13.2,1019.6
2022-11-24T00:00:00.000000000,18.2,14.5,22.5,0.0,,17.4,1019.6
2022-11-25T00:00:00.000000000,19.7,14.3,24.7,0.0,,26.7,1022.4
2022-11-26T00:00:00.000000000,14.4,10.0,20.6,0.0,,11.6,1028.8
2022-11-27T00:00:00.000000000,11.9,7.9,19.4,0.0,,11.4,1025.3
2022-11-28T00:00:00.000000000,16.2,11.9,20.0,0.0,,29.2,1021.7
2022-11-29T00:00:00.000000000,13.2,8.6,19.9,0.0,,15.7,1020.5
2022-11-30T00:00:00.000000000,10.9,5.2,17.6,2.7,,11.8,1016.7
2022-12-01T00:00:00.000000000,12.2,10.9,14.6,0.1,,9.4,1013.5
2022-12-02T00:00:00.000000000,11.6,7.4,17.9,1.7,,11.4,1011.3
2022-12-03T00:00:00.000000000,12.2,8.8,17.0,0.8,,10.0,1009.4
2022-12-04T00:00:00.000000000,13.7,11.1,16.7,0.2,,7.1,1010.9
2022-12-05T00:00:00.000000000,14.6,10.9,18.5,37.7,,16.2,1011.4
2022-12-06T00:00:00.000000000,15.3,12.1,20.0,0.0,,10.1,1014.9
2022-12-07T00:00:00.000000000,13.4,9.7,18.6,0.0,,10.2,1013.7
2022-12-08T00:00:00.000000000,15.9,14.3,17.8,21.4,,13.9,1007.2
2022-12-09T00:00:00.000000000,15.6,13.3,18.3,45.6,,7.1,1004.4
2022-12-10T00:00:00.000000000,15.7,11.8,20.3,0.1,,12.1,1011.5
2022-12-11T00:00:00.000000000,17.6,14.3,21.9,2.0,,7.8,1010.6
2022-12-12T00:00:00.000000000,17.8,13.4,24.0,0.0,,9.4,1013.4
2022-12-13T00:00:00.000000000,18.9,16.4,21.7,3.2,,12.6,1011.3
2022-12-14T00:00:00.000000000,16.9,14.0,19.3,23.5,,7.4,1007.3
2022-12-15T00:00:00.000000000,14.2,10.6,16.4,1.0,,7.0,1005.0
2022-12-16T00:00:00.000000000,12.4,9.3,16.0,0.1,,6.2,1010.8
2022-12-17T00:00:00.000000000,13.2,9.2,18.9,0.0,,11.6,1018.7
2022-12-18T00:00:00.000000000,12.3,7.5,17.8,0.0,,11.2,1026.1
2022-12-19T00:00:00.000000000,13.0,10.2,18.1,0.0,,9.0,1027.9
2022-12-20T00:00:00.000000000,12.6,9.4,17.7,0.0,,10.8,1026.5
2022-12-21T00:00:00.000000000,15.9,11.6,20.9,0.0,,20.1,1026.7
2022-12-22T00:00:00.000000000,17.8,15.0,22.6,0.0,,25.5,1027.6
2022-12-23T00:00:00.000000000,14.5,10.1,21.3,0.0,,12.2,1026.2
2022-12-24T00:00:00.000000000,13.7,10.1,19.8,0.0,,10.5,1023.3
2022-12-25T00:00:00.000000000,13.7,8.3,23.5,0.0,,10.6,1022.1
2022-12-26T00:00:00.000000000,13.2,8.4,21.2,0.0,,11.6,1025.7
2022-12-27T00:00:00.000000000,13.1,8.0,21.6,0.0,,13.5,1029.0
2022-12-28T00:00:00.000000000,12.7,7.4,20.7,0.0,,14.1,1026.4
2022-12-29T00:00:00.000000000,13.5,8.3,22.0,0.0,,12.6,1025.8
2022-12-30T00:00:00.000000000,13.3,8.8,23.0,0.0,,12.9,1026.8
2022-12-31T00:00:00.000000000,11.4,5.2,20.5,0.0,,12.4,1027.2
2023-01-01T00:00:00.000000000,11.8,6.6,20.9,0.0,,10.5,1025.3
2023-01-02T00:00:00.000000000,12.8,8.9,18.5,0.2,,8.7,1024.9
2023-01-03T00:00:00.000000000,14.1,10.3,19.6,0.0,,10.5,1028.3
2023-01-04T00:00:00.000000000,14.1,12.0,19.1,0.0,,8.1,1032.8
2023-01-05T00:00:00.000000000,13.4,11.0,17.9,0.0,,10.1,1029.6
2023-01-06T00:00:00.000000000,11.9,7.7,18.2,0.0,,11.6,1026.8
2023-01-07T00:00:00.000000000,13.1,7.7,21.0,0.0,,14.6,1025.8
2023-01-08T00:00:00.000000000,13.8,9.9,19.2,0.0,,7.8,1024.2
2023-01-09T00:00:00.000000000,16.7,12.2,22.1,0.0,,11.7,1025.9
2023-01-10T00:00:00.000000000,17.2,14.6,21.9,0.0,,17.8,1028.7
2023-01-11T00:00:00.000000000,15.5,12.6,19.8,0.0,,30.8,1027.0
2023-01-12T00:00:00.000000000,13.8,9.3,18.9,0.0,,13.3,1028.7
2023-01-13T00:00:00.000000000,12.7,7.6,21.4,0.0,,13.0,1027.3
2023-01-14T00:00:00.000000000,11.4,6.6,18.2,0.0,,11.8,1027.6
2023-01-15T00:00:00.000000000,14.2,8.7,19.7,0.0,,21.9,1024.3
2023-01-16T00:00:00.000000000,13.3,9.9,16.7,0.0,,25.0,1022.1
2023-01-17T00:00:00.000000000,16.1,12.5,21.2,0.0,,14.8,1012.2
2023-01-18T00:00:00.000000000,12.3,10.2,15.0,0.0,,29.6,1014.9
2023-01-19T00:00:00.000000000,10.5,5.8,15.4,0.0,,21.5,1023.9
2023-01-20T00:00:00.000000000,14.7,12.0,18.3,0.0,,20.6,1020.9
2023-01-21T00:00:00.000000000,14.5,12.0,18.5,0.0,,22.5,1019.2
2023-01-22T00:00:00.000000000,11.8,7.1,16.7,0.0,,16.2,1022.5
2023-01-23T00:00:00.000000000,10.3,7.4,15.4,0.0,,20.1,1021.2
2023-01-24T00:00:00.000000000,8.2,4.5,14.5,10.8,,14.5,1021.9
2023-01-25T00:00:00.000000000,8.0,3.8,13.9,0.0,,13.8,1024.6
2023-01-26T00:00:00.000000000,9.7,6.0,13.3,0.0,,21.7,1020.4
2023-01-27T00:00:00.000000000,10.2,6.0,15.5,0.0,,26.0,1016.0
2023-01-28T00:00:00.000000000,9.2,4.8,15.3,0.0,,18.6,1018.1
2023-01-29T00:00:00.000000000,7.3,1.1,15.0,1.1,,15.7,1022.5
2023-01-30T00:00:00.000000000,10.2,5.3,14.7,0.0,,19.5,1027.1
2023-01-31T00:00:00.000000000,9.7,4.7,16.3,0.0,,11.0,1028.9
2023-02-01T00:00:00.000000000,7.6,1.8,15.7,0.0,,13.0,1027.8
2023-02-02T00:00:00.000000000,8.9,4.0,16.2,0.0,,13.3,1029.1
2023-02-03T00:00:00.000000000,9.3,3.1,17.4,0.0,,13.3,1031.0
2023-02-04T00:00:00.000000000,9.2,3.6,18.5,0.0,,14.1,1031.0
2023-02-05T00:00:00.000000000,9.2,3.3,17.0,0.0,,11.4,1029.7
2023-02-06T00:00:00.000000000,10.5,4.0,16.9,7.0,,15.0,1023.9
2023-02-07T00:00:00.000000000,11.1,8.5,13.9,31.1,,25.4,1019.3
2023-02-08T00:00:00.000000000,12.3,10.1,14.3,14.2,,18.5,1021.2
2023-02-09T00:00:00.000000000,13.7,12.9,15.7,0.0,,26.4,1028.1
2023-02-10T00:00:00.000000000,12.7,12.2,14.1,0.0,,46.5,1031.8
2023-02-11T00:00:00.000000000,13.7,12.5,15.9,0.0,,40.5,1028.6
2023-02-12T00:00:00.000000000,13.1,8.8,17.6,0.0,,19.8,1028.9
2023-02-13T00:00:00.000000000,13.6,8.1,17.3,0.0,,20.6,1030.4
2023-02-14T00:00:00.000000000,14.1,10.2,17.7,0.0,,17.9,1027.6
2023-02-15T00:00:00.000000000,13.3,10.2,18.1,0.0,,11.9,1024.5
2023-02-16T00:00:00.000000000,12.3,7.8,18.8,0.0,,14.3,1026.3
2023-02-17T00:00:00.000000000,13.1,8.9,16.0,1.6,,22.2,1026.6
2023-02-18T00:00:00.000000000,15.3,11.7,19.1,0.0,,12.3,1026.3
2023-02-19T00:00:00.000000000,13.6,10.7,18.9,0.0,,9.8,1024.2
2023-02-20T00:00:00.000000000,14.5,10.3,19.4,2.9,,9.5,1022.4
2023-02-21T00:00:00.000000000,14.1,10.3,19.3,0.0,,9.2,1020.6
2023-02-22T00:00:00.000000000,15.1,9.4,22.1,0.0,,12.6,1017.5
2023-02-23T00:00:00.000000000,14.4,8.8,20.5,0.0,,15.5,1012.1
2023-02-24T00:00:00.000000000,12.0,8.3,17.2,1.1,,22.0,1009.5
2023-02-25T00:00:00.000000000,10.6,6.8,16.3,0.0,,11.5,1009.2
2023-02-26T00:00:00.000000000,12.4,8.3,17.3,0.0,,14.7,1009.5
2023-02-27T00:00:00.000000000,12.7,10.0,17.0,0.0,,17.4,1012.9
2023-02-28T00:00:00.000000000,11.2,6.3,17.6,0.0,,20.2,1018.5
2023-03-01T00:00:00.000000000,11.0,3.2,18.2,0.0,,15.0,1016.9
2023-03-02T00:00:00.000000000,11.4,4.9,17.7,0.0,,16.4,1018.4
2023-03-03T00:00:00.000000000,11.9,2.8,17.3,0.0,,13.0,1019.2
2023-03-04T00:00:00.000000000,11.6,8.1,16.6,0.0,,9.9,1020.9
2023-03-05T00:00:00.000000000,11.4,6.2,16.7,0.1,,10.3,1018.2
2023-03-06T00:00:00.000000000,13.6,9.0,19.7,6.9,,10.2,1015.1
2023-03-07T00:00:00.000000000,17.1,13.1,22.1,0.0,,11.8,1014.8
2023-03-08T00:00:00.000000000,18.0,11.9,24.8,0.0,,10.2,1016.3
2023-03-09T00:00:00.000000000,19.1,15.1,24.9,0.0,,13.2,1018.6
2023-03-10T00:00:00.000000000,19.2,13.8,26.0,0.0,,21.0,1022.6
2023-03-11T00:00:00.000000000,20.9,17.4,26.0,0.0,,36.7,1021.6
2023-03-12T00:00:00.000000000,19.2,14.4,24.0,0.0,,19.7,1020.2
2023-03-13T00:00:00.000000000,18.4,10.8,28.9,0.0,,12.9,1018.4
2023-03-14T00:00:00.000000000,18.7,14.3,25.8,0.0,,27.3,1019.5
2023-03-15T00:00:00.000000000,15.2,8.8,22.1,0.0,,10.5,1018.4
2023-03-16T00:00:00.000000000,14.6,7.3,22.2,0.0,,12.4,1014.8
2023-03-17T00:00:00.000000000,16.2,8.8,24.1,0.0,,14.2,1015.4
2023-03-18T00:00:00.000000000,17.6,14.1,22.3,0.0,,20.9,1016.7
2023-03-19T00:00:00.000000000,17.6,12.8,23.3,0.0,,16.9,1019.5
2023-03-20T00:00:00.000000000,13.6,8.4,19.6,0.0,,12.0,1022.1
2023-03-21T00:00:00.000000000,13.2,8.2,19.3,0.0,,14.1,1019.1
2023-03-22T00:00:00.000000000,13.7,8.4,19.9,0.0,,13.1,1017.3
2023-03-23T00:00:00.000000000,14.8,8.5,21.1,0.0,,12.9,1016.7
2023-03-24T00:00:00.000000000,19.4,11.3,28.4,0.0,,17.8,1018.8
2023-03-25T00:00:00.000000000,18.9,14.0,24.0,0.0,,16.0,1021.2
2023-03-26T00:00:00.000000000,21.9,14.0,29.4,0.0,,20.1,1019.6
2023-03-27T00:00:00.000000000,18.9,13.4,22.6,0.0,,18.2,1020.4
2023-03-28T00:00:00.000000000,14.6,8.7,21.1,0.0,,11.3,1023.8
2023-03-29T00:00:00.000000000,15.1,9.6,21.1,0.0,,11.2,1024.8
2023-03-30T00:00:00.000000000,19.4,10.2,31.2,0.0,,12.1,1023.9
2023-03-31T00:00:00.000000000,24.2,20.1,31.3,0.0,,21.8,1022.6
2023-04-01T00:00:00.000000000,22.2,17.1,27.8,0.0,,25.4,1021.5
2023-04-02T00:00:00.000000000,18.5,12.7,24.5,0.0,,22.3,1020.7
2023-04-03T00:00:00.000000000,15.7,9.9,24.1,0.0,,13.3,1016.8
2023-04-04T00:00:00.000000000,14.9,12.2,18.5,0.0,,8.7,1012.7
2023-04-05T00:00:00.000000000,14.4,9.3,20.3,0.0,,14.3,1016.1
2023-04-06T00:00:00.000000000,15.4,10.8,21.2,0.0,,11.6,1016.9
2023-04-07T00:00:00.000000000,13.9,8.5,19.8,0.0,,12.4,1018.2
2023-04-08T00:00:00.000000000,14.1,6.4,21.5,0.0,,14.4,1017.2
